Variable,Country,Value
"Associate Professional nurses, licensed to practice",Australia,29661.81863636364
"Associate Professional nurses, licensed to practice",Canada,47684.84153846154
"Associate Professional nurses, licensed to practice",Chile,0.0
"Associate Professional nurses, licensed to practice",Denmark,0.0
"Associate Professional nurses, licensed to practice",Estonia,0.0
"Associate Professional nurses, licensed to practice",Hungary,11963.916000000001
"Associate Professional nurses, licensed to practice",Iceland,2420.2149999999997
"Associate Professional nurses, licensed to practice",Ireland,0.0
"Associate Professional nurses, licensed to practice",Israel,6581.739999999999
"Associate Professional nurses, licensed to practice",Italy,0.0
"Associate Professional nurses, licensed to practice",Korea,258650.7779166667
"Associate Professional nurses, licensed to practice",Lithuania,0.0
"Associate Professional nurses, licensed to practice",Luxembourg,0.0
"Associate Professional nurses, licensed to practice",New Zealand,1587.4678571428574
"Associate Professional nurses, licensed to practice",Norway,0.0
"Associate Professional nurses, licensed to practice",Poland,0.0
"Associate Professional nurses, licensed to practice",Spain,0.0
"Associate Professional nurses, licensed to practice",United States,488083.3376923077
"Associate Professional nurses, practising",Australia,22393.630454545455
"Associate Professional nurses, practising",Austria,1.5
"Associate Professional nurses, practising",Canada,41349.888076923075
"Associate Professional nurses, practising",Denmark,0.0
"Associate Professional nurses, practising",Estonia,0.0
"Associate Professional nurses, practising",Finland,11765.6495
"Associate Professional nurses, practising",Germany,70847.02115384616
"Associate Professional nurses, practising",Greece,8288.792692307694
"Associate Professional nurses, practising",Hungary,7486.022307692308
"Associate Professional nurses, practising",Iceland,964.9800000000002
"Associate Professional nurses, practising",Israel,2697.7765384615386
"Associate Professional nurses, practising",Italy,0.0
"Associate Professional nurses, practising",Japan,176985.97
"Associate Professional nurses, practising",Korea,61682.963461538464
"Associate Professional nurses, practising",Lithuania,0.0
"Associate Professional nurses, practising",Luxembourg,0.0
"Associate Professional nurses, practising",Mexico,58935.047307692286
"Associate Professional nurses, practising",Netherlands,47240.385
"Associate Professional nurses, practising",New Zealand,1464.4750000000001
"Associate Professional nurses, practising",Norway,0.0
"Associate Professional nurses, practising",Poland,0.0
"Associate Professional nurses, practising",Slovenia,6213.384230769231
"Associate Professional nurses, practising",Spain,0.0
"Associate Professional nurses, practising",Switzerland,18772.830909090913
"Associate Professional nurses, practising",United Kingdom,52884.55142857142
"Associate Professional nurses, professionally active",Australia,25423.765454545453
"Associate Professional nurses, professionally active",Canada,42781.54538461538
"Associate Professional nurses, professionally active",Denmark,0.0
"Associate Professional nurses, professionally active",Finland,12533.3
"Associate Professional nurses, professionally active",France,289922.07607142854
"Associate Professional nurses, professionally active",Germany,109385.95461538463
"Associate Professional nurses, professionally active",Iceland,964.9800000000002
"Associate Professional nurses, professionally active",Ireland,0.0
"Associate Professional nurses, professionally active",Israel,4783.6567857142845
"Associate Professional nurses, professionally active",Italy,0.0
"Associate Professional nurses, professionally active",Japan,178866.40083333335
"Associate Professional nurses, professionally active",Lithuania,0.0
"Associate Professional nurses, professionally active",Luxembourg,0.0
"Associate Professional nurses, professionally active",New Zealand,1496.9114285714288
"Associate Professional nurses, professionally active",Norway,0.0
"Associate Professional nurses, professionally active",Poland,0.0
"Associate Professional nurses, professionally active",Portugal,0.0
"Associate Professional nurses, professionally active",Slovak Republic,0.0
"Associate Professional nurses, professionally active",Slovenia,6297.386923076921
"Associate Professional nurses, professionally active",Spain,0.0
"Associate Professional nurses, professionally active",Turkey,0.0
"Associate Professional nurses, professionally active",United States,357316.5338461539
Associate Professional nursing graduates,Australia,2795.2299999999987
Associate Professional nursing graduates,Austria,0.0
Associate Professional nursing graduates,Canada,3522.06
Associate Professional nursing graduates,Chile,0.0
Associate Professional nursing graduates,Denmark,0.0
Associate Professional nursing graduates,Estonia,0.0
Associate Professional nursing graduates,France,0.0
Associate Professional nursing graduates,Germany,3481.3753846153845
Associate Professional nursing graduates,Greece,424.41100000000006
Associate Professional nursing graduates,Hungary,941.708
Associate Professional nursing graduates,Iceland,84.63807692307692
Associate Professional nursing graduates,Ireland,0.0
Associate Professional nursing graduates,Israel,26.558571428571433
Associate Professional nursing graduates,Italy,0.0
Associate Professional nursing graduates,Japan,5178.878928571428
Associate Professional nursing graduates,Korea,14216.308333333334
Associate Professional nursing graduates,Lithuania,0.0
Associate Professional nursing graduates,Luxembourg,0.0
Associate Professional nursing graduates,Netherlands,2033.5242307692306
Associate Professional nursing graduates,New Zealand,62.71750000000001
Associate Professional nursing graduates,Norway,0.0
Associate Professional nursing graduates,Poland,0.0
Associate Professional nursing graduates,Portugal,0.0
Associate Professional nursing graduates,Slovenia,617.28
Associate Professional nursing graduates,Spain,0.0
Associate Professional nursing graduates,Switzerland,1914.394090909091
Associate Professional nursing graduates,Turkey,0.0
Associate Professional nursing graduates,United States,27199.22115384615
Associate nurses employed in hospitals,Austria,1.050128205128205
Associate nurses employed in hospitals,Belgium,547.7516666666668
Associate nurses employed in hospitals,Canada,12947.962820512821
Associate nurses employed in hospitals,Chile,0.0
Associate nurses employed in hospitals,Denmark,0.0
Associate nurses employed in hospitals,Estonia,0.0
Associate nurses employed in hospitals,Finland,10222.603000000001
Associate nurses employed in hospitals,France,0.0
Associate nurses employed in hospitals,Germany,12655.144230769232
Associate nurses employed in hospitals,Greece,5531.090000000002
Associate nurses employed in hospitals,Hungary,2506.6825000000013
Associate nurses employed in hospitals,Iceland,236.04111111111115
Associate nurses employed in hospitals,Ireland,0.0
Associate nurses employed in hospitals,Israel,1115.7403571428576
Associate nurses employed in hospitals,Italy,0.0
Associate nurses employed in hospitals,Japan,63594.52184615384
Associate nurses employed in hospitals,Korea,11962.095641025639
Associate nurses employed in hospitals,Lithuania,0.0
Associate nurses employed in hospitals,Luxembourg,0.0
Associate nurses employed in hospitals,Mexico,29352.27333333333
Associate nurses employed in hospitals,New Zealand,460.36749999999984
Associate nurses employed in hospitals,Norway,0.0
Associate nurses employed in hospitals,Portugal,0.0
Associate nurses employed in hospitals,Slovak Republic,0.0
Associate nurses employed in hospitals,Slovenia,2105.983589743589
Associate nurses employed in hospitals,Spain,0.0
Associate nurses employed in hospitals,Switzerland,1895.8194871794865
Associate nurses employed in hospitals,Turkey,0.0
Associate nurses employed in hospitals,United States,187059.8622222222
Beds in for-profit privately owned hospitals,Australia,7270.325454545455
Beds in for-profit privately owned hospitals,Austria,3783.523076923077
Beds in for-profit privately owned hospitals,Canada,318.9330769230771
Beds in for-profit privately owned hospitals,Chile,4331.211923076923
Beds in for-profit privately owned hospitals,Czech Republic,4964.772
Beds in for-profit privately owned hospitals,Denmark,187.85500000000008
Beds in for-profit privately owned hospitals,Estonia,173.4380769230769
Beds in for-profit privately owned hospitals,Finland,628.148076923077
Beds in for-profit privately owned hospitals,France,48220.894615384605
Beds in for-profit privately owned hospitals,Germany,98335.47346153852
Beds in for-profit privately owned hospitals,Greece,7453.448076923076
Beds in for-profit privately owned hospitals,Hungary,77.22214285714286
Beds in for-profit privately owned hospitals,Iceland,0.0
Beds in for-profit privately owned hospitals,Israel,1405.000357142857
Beds in for-profit privately owned hospitals,Italy,29860.963461538468
Beds in for-profit privately owned hospitals,Korea,0.0
Beds in for-profit privately owned hospitals,Latvia,508.8226923076923
Beds in for-profit privately owned hospitals,Lithuania,71.09999999999998
Beds in for-profit privately owned hospitals,Mexico,21721.265384615384
Beds in for-profit privately owned hospitals,New Zealand,751.0165
Beds in for-profit privately owned hospitals,Poland,27584.124
Beds in for-profit privately owned hospitals,Portugal,1535.185384615385
Beds in for-profit privately owned hospitals,Slovenia,50.83749999999998
Beds in for-profit privately owned hospitals,Spain,13720.491153846155
Beds in for-profit privately owned hospitals,Turkey,17368.614999999998
Beds in for-profit privately owned hospitals,United States,71768.43958333331
Beds in not-for-profit privately owned hospitals,Australia,6095.636818181819
Beds in not-for-profit privately owned hospitals,Austria,5652.284999999999
Beds in not-for-profit privately owned hospitals,Belgium,23898.5675
Beds in not-for-profit privately owned hospitals,Czech Republic,151.363
Beds in not-for-profit privately owned hospitals,Denmark,287.33678571428567
Beds in not-for-profit privately owned hospitals,Estonia,145.9946153846154
Beds in not-for-profit privately owned hospitals,France,29684.995
Beds in not-for-profit privately owned hospitals,Germany,99995.1088461539
Beds in not-for-profit privately owned hospitals,Greece,626.0946153846154
Beds in not-for-profit privately owned hospitals,Hungary,1040.1757142857143
Beds in not-for-profit privately owned hospitals,Iceland,0.0
Beds in not-for-profit privately owned hospitals,Israel,2313.3310714285717
Beds in not-for-profit privately owned hospitals,Italy,3775.024615384616
Beds in not-for-profit privately owned hospitals,Korea,235398.38222222216
Beds in not-for-profit privately owned hospitals,Latvia,0.0
Beds in not-for-profit privately owned hospitals,Lithuania,0.0
Beds in not-for-profit privately owned hospitals,Netherlands,34964.801999999996
Beds in not-for-profit privately owned hospitals,New Zealand,228.35100000000003
Beds in not-for-profit privately owned hospitals,Poland,0.0
Beds in not-for-profit privately owned hospitals,Portugal,3439.9430769230758
Beds in not-for-profit privately owned hospitals,Slovenia,0.0
Beds in not-for-profit privately owned hospitals,Spain,9293.663846153844
Beds in not-for-profit privately owned hospitals,Turkey,0.0
Beds in not-for-profit privately owned hospitals,United States,280479.7395833333
Beds in publicly owned hospitals,Australia,29034.143750000003
Beds in publicly owned hospitals,Austria,22742.34615384616
Beds in publicly owned hospitals,Belgium,9167.193214285713
Beds in publicly owned hospitals,Canada,47171.860384615386
Beds in publicly owned hospitals,Chile,14605.078461538464
Beds in publicly owned hospitals,Czech Republic,31117.31250000001
Beds in publicly owned hospitals,Denmark,8319.95423076923
Beds in publicly owned hospitals,Estonia,3160.452307692307
Beds in publicly owned hospitals,Finland,14086.775384615381
Beds in publicly owned hospitals,France,134090.4857692308
Beds in publicly owned hospitals,Germany,138211.03846153847
Beds in publicly owned hospitals,Greece,16777.757692307696
Beds in publicly owned hospitals,Hungary,35946.58142857143
Beds in publicly owned hospitals,Iceland,550.0187500000001
Beds in publicly owned hospitals,Israel,8736.438214285714
Beds in publicly owned hospitals,Italy,71683.32192307692
Beds in publicly owned hospitals,Japan,229734.685
Beds in publicly owned hospitals,Korea,30064.59666666666
Beds in publicly owned hospitals,Latvia,6260.291923076922
Beds in publicly owned hospitals,Lithuania,10858.889615384618
Beds in publicly owned hospitals,Mexico,65017.22038461539
Beds in publicly owned hospitals,Netherlands,0.0
Beds in publicly owned hospitals,New Zealand,5166.888499999999
Beds in publicly owned hospitals,Norway,7837.9105
Beds in publicly owned hospitals,Poland,97899.56899999999
Beds in publicly owned hospitals,Portugal,12856.457692307695
Beds in publicly owned hospitals,Slovenia,4627.496250000001
Beds in publicly owned hospitals,Spain,48172.201538461544
Beds in publicly owned hospitals,Turkey,80790.3596153846
Beds in publicly owned hospitals,United Kingdom,94684.69499999999
Beds in publicly owned hospitals,United States,111559.02833333334
"Computed Tomography scanners, in ambulatory sector",Austria,50.66846153846153
"Computed Tomography scanners, in ambulatory sector",Canada,11.03357142857143
"Computed Tomography scanners, in ambulatory sector",Chile,45.291666666666664
"Computed Tomography scanners, in ambulatory sector",Czech Republic,6.27769230769231
"Computed Tomography scanners, in ambulatory sector",Denmark,0.5885714285714286
"Computed Tomography scanners, in ambulatory sector",Estonia,1.2146153846153849
"Computed Tomography scanners, in ambulatory sector",Finland,0.0
"Computed Tomography scanners, in ambulatory sector",France,93.72642857142857
"Computed Tomography scanners, in ambulatory sector",Germany,616.8457692307692
"Computed Tomography scanners, in ambulatory sector",Greece,112.01687499999998
"Computed Tomography scanners, in ambulatory sector",Iceland,7.3046428571428565
"Computed Tomography scanners, in ambulatory sector",Israel,4.3046428571428565
"Computed Tomography scanners, in ambulatory sector",Italy,229.43846153846155
"Computed Tomography scanners, in ambulatory sector",Korea,261.70750000000004
"Computed Tomography scanners, in ambulatory sector",Latvia,16.52769230769231
"Computed Tomography scanners, in ambulatory sector",Lithuania,6.021071428571426
"Computed Tomography scanners, in ambulatory sector",Luxembourg,0.0
"Computed Tomography scanners, in ambulatory sector",Mexico,1.823461538461539
"Computed Tomography scanners, in ambulatory sector",Netherlands,3.549499999999999
"Computed Tomography scanners, in ambulatory sector",Poland,77.19214285714285
"Computed Tomography scanners, in ambulatory sector",Portugal,88.69125000000001
"Computed Tomography scanners, in ambulatory sector",Slovak Republic,7.290384615384617
"Computed Tomography scanners, in ambulatory sector",Slovenia,2.712142857142857
"Computed Tomography scanners, in ambulatory sector",Spain,51.965625
"Computed Tomography scanners, in ambulatory sector",Switzerland,54.22312500000001
"Computed Tomography scanners, in ambulatory sector",United States,2272.4
"Computed Tomography scanners, in hospitals",Austria,88.65653846153843
"Computed Tomography scanners, in hospitals",Belgium,103.50250000000001
"Computed Tomography scanners, in hospitals",Canada,220.22857142857146
"Computed Tomography scanners, in hospitals",Chile,58.14666666666667
"Computed Tomography scanners, in hospitals",Czech Republic,76.44307692307692
"Computed Tomography scanners, in hospitals",Denmark,97.63357142857144
"Computed Tomography scanners, in hospitals",Estonia,16.39461538461538
"Computed Tomography scanners, in hospitals",Finland,65.08041666666666
"Computed Tomography scanners, in hospitals",France,354.8760714285714
"Computed Tomography scanners, in hospitals",Germany,734.4615384615386
"Computed Tomography scanners, in hospitals",Greece,92.15875000000003
"Computed Tomography scanners, in hospitals",Iceland,17.17607142857143
"Computed Tomography scanners, in hospitals",Israel,34.30714285714286
"Computed Tomography scanners, in hospitals",Italy,741.4784615384616
"Computed Tomography scanners, in hospitals",Korea,683.3615
"Computed Tomography scanners, in hospitals",Latvia,28.62423076923077
"Computed Tomography scanners, in hospitals",Lithuania,31.9175
"Computed Tomography scanners, in hospitals",Luxembourg,17.501071428571425
"Computed Tomography scanners, in hospitals",Mexico,272.94307692307694
"Computed Tomography scanners, in hospitals",Netherlands,97.33884615384615
"Computed Tomography scanners, in hospitals",Poland,237.95714285714288
"Computed Tomography scanners, in hospitals",Portugal,94.73230769230769
"Computed Tomography scanners, in hospitals",Slovak Republic,40.567692307692305
"Computed Tomography scanners, in hospitals",Slovenia,16.531428571428574
"Computed Tomography scanners, in hospitals",Spain,350.6823076923077
"Computed Tomography scanners, in hospitals",Sweden,109.205
"Computed Tomography scanners, in hospitals",Switzerland,111.368125
"Computed Tomography scanners, in hospitals",United States,4194.467500000001
"Computed Tomography scanners, total",Australia,647.8375
"Computed Tomography scanners, total",Austria,139.32346153846152
"Computed Tomography scanners, total",Brazil,1241.3157142857142
"Computed Tomography scanners, total",Canada,249.46454545454543
"Computed Tomography scanners, total",Chile,136.866
"Computed Tomography scanners, total",Colombia,22.23
"Computed Tomography scanners, total",Costa Rica,23.995
"Computed Tomography scanners, total",Czech Republic,82.72115384615388
"Computed Tomography scanners, total",Denmark,98.22214285714287
"Computed Tomography scanners, total",Estonia,17.60923076923077
"Computed Tomography scanners, total",Finland,65.08041666666666
"Computed Tomography scanners, total",France,448.60178571428577
"Computed Tomography scanners, total",Germany,1351.308076923077
"Computed Tomography scanners, total",Greece,192.29153846153844
"Computed Tomography scanners, total",Hungary,42.455769230769235
"Computed Tomography scanners, total",Iceland,24.48071428571428
"Computed Tomography scanners, total",Ireland,44.612857142857145
"Computed Tomography scanners, total",Israel,38.612142857142864
"Computed Tomography scanners, total",Italy,970.9176923076922
"Computed Tomography scanners, total",Japan,6692.735
"Computed Tomography scanners, total",Korea,922.6653846153846
"Computed Tomography scanners, total",Latvia,45.15038461538462
"Computed Tomography scanners, total",Lithuania,37.93928571428571
"Computed Tomography scanners, total",Luxembourg,17.501071428571425
"Computed Tomography scanners, total",Mexico,274.76653846153846
"Computed Tomography scanners, total",Netherlands,100.06923076923077
"Computed Tomography scanners, total",New Zealand,43.030833333333334
"Computed Tomography scanners, total",Poland,266.67538461538453
"Computed Tomography scanners, total",Portugal,152.88125
"Computed Tomography scanners, total",Russia,634.8007142857143
"Computed Tomography scanners, total",Slovak Republic,47.8580769230769
"Computed Tomography scanners, total",Slovenia,19.243571428571425
"Computed Tomography scanners, total",Spain,416.0556250000001
"Computed Tomography scanners, total",Switzerland,158.25909090909093
"Computed Tomography scanners, total",Turkey,462.0507692307693
"Computed Tomography scanners, total",United Kingdom,265.199375
"Computed Tomography scanners, total",United States,6466.867500000001
Curative (acute) care beds,Austria,25405.89461538462
Curative (acute) care beds,Belgium,29462.824642857136
Curative (acute) care beds,Canada,36735.56535714285
Curative (acute) care beds,Chile,17625.055499999995
Curative (acute) care beds,Czech Republic,24335.101153846153
Curative (acute) care beds,Denmark,8602.620769230769
Curative (acute) care beds,Estonia,2545.64423076923
Curative (acute) care beds,Finland,8848.353076923075
Curative (acute) care beds,France,110700.70153846155
Curative (acute) care beds,Germany,251968.50807692308
Curative (acute) care beds,Greece,20617.223076923077
Curative (acute) care beds,Hungary,22911.108076923076
Curative (acute) care beds,Iceland,451.2575000000001
Curative (acute) care beds,Ireland,5878.0611538461535
Curative (acute) care beds,Israel,9215.856071428572
Curative (acute) care beds,Italy,88061.02000000002
Curative (acute) care beds,Japan,513488.1396153846
Curative (acute) care beds,Korea,163182.7273076923
Curative (acute) care beds,Latvia,4322.748846153846
Curative (acute) care beds,Lithuania,9289.02923076923
Curative (acute) care beds,Luxembourg,1091.9235714285717
Curative (acute) care beds,Mexico,86738.48538461539
Curative (acute) care beds,Netherlands,25871.551250000008
Curative (acute) care beds,New Zealand,6119.450000000001
Curative (acute) care beds,Norway,9367.70923076923
Curative (acute) care beds,Poland,91105.81615384619
Curative (acute) care beds,Portugal,17376.88923076923
Curative (acute) care beds,Slovak Republic,14099.841538461536
Curative (acute) care beds,Slovenia,4445.828846153846
Curative (acute) care beds,Spain,56961.12346153846
Curative (acute) care beds,Sweden,11482.220384615382
Curative (acute) care beds,Switzerland,15681.75692307692
Curative (acute) care beds,Turkey,97185.72999999998
Curative (acute) care beds,United Kingdom,69824.555
Curative (acute) care beds,United States,405992.4366666667
Dentists graduates,Australia,355.4846153846153
Dentists graduates,Austria,62.84615384615384
Dentists graduates,Belgium,91.64107142857142
Dentists graduates,Canada,261.3738461538462
Dentists graduates,Chile,457.1789285714285
Dentists graduates,Czech Republic,143.58807692307695
Dentists graduates,Denmark,62.39374999999999
Dentists graduates,Estonia,16.051071428571426
Dentists graduates,Finland,54.02416666666665
Dentists graduates,France,496.5120833333331
Dentists graduates,Germany,1030.1834615384616
Dentists graduates,Greece,125.37791666666669
Dentists graduates,Hungary,132.28115384615384
Dentists graduates,Iceland,4.186923076923076
Dentists graduates,Ireland,39.58192307692308
Dentists graduates,Israel,33.074615384615385
Dentists graduates,Italy,462.57249999999993
Dentists graduates,Japan,1173.455357142857
Dentists graduates,Korea,406.9299999999999
Dentists graduates,Latvia,22.39821428571429
Dentists graduates,Lithuania,77.0796153846154
Dentists graduates,Luxembourg,0.0
Dentists graduates,Mexico,2623.1126923076913
Dentists graduates,Netherlands,115.53500000000001
Dentists graduates,New Zealand,47.54607142857141
Dentists graduates,Norway,61.75923076923076
Dentists graduates,Poland,456.3115384615384
Dentists graduates,Portugal,329.4603846153845
Dentists graduates,Slovak Republic,45.596923076923076
Dentists graduates,Slovenia,25.938846153846164
Dentists graduates,Spain,729.0
Dentists graduates,Sweden,108.51500000000001
Dentists graduates,Switzerland,56.90307692307692
Dentists graduates,Turkey,652.9038461538462
Dentists graduates,United Kingdom,593.145
Dentists graduates,United States,2605.9888461538453
Dentists licensed to practice,Australia,7335.773000000001
Dentists licensed to practice,Belgium,5109.499642857145
Dentists licensed to practice,Canada,10992.316666666666
Dentists licensed to practice,Chile,8065.837777777777
Dentists licensed to practice,Denmark,3946.792499999998
Dentists licensed to practice,Estonia,791.8107142857144
Dentists licensed to practice,Finland,2469.597272727273
Dentists licensed to practice,Germany,44938.434615384605
Dentists licensed to practice,Greece,7013.754615384616
Dentists licensed to practice,Hungary,4089.2759090909094
Dentists licensed to practice,Iceland,193.24
Dentists licensed to practice,Ireland,1366.6199999999997
Dentists licensed to practice,Israel,4884.227857142856
Dentists licensed to practice,Italy,28053.625
Dentists licensed to practice,Korea,13012.260384615387
Dentists licensed to practice,Latvia,1041.5796153846154
Dentists licensed to practice,Lithuania,1821.8756250000001
Dentists licensed to practice,Luxembourg,293.4407692307692
Dentists licensed to practice,Netherlands,5131.2692307692305
Dentists licensed to practice,New Zealand,1314.99
Dentists licensed to practice,Norway,3301.7881818181822
Dentists licensed to practice,Poland,19051.46230769231
Dentists licensed to practice,Portugal,4123.432692307692
Dentists licensed to practice,Spain,14740.589615384613
Dentists licensed to practice,Sweden,7897.101538461539
Female physicians aged 35-44 years old,Australia,4137.766818181819
Female physicians aged 35-44 years old,Austria,2788.00576923077
Female physicians aged 35-44 years old,Belgium,2150.8334615384615
Female physicians aged 35-44 years old,Canada,4596.762857142857
Female physicians aged 35-44 years old,Chile,1814.1661111111111
Female physicians aged 35-44 years old,Czech Republic,2328.6049999999996
Female physicians aged 35-44 years old,Denmark,1518.9887500000002
Female physicians aged 35-44 years old,Estonia,339.4318181818181
Female physicians aged 35-44 years old,Finland,1420.1249999999998
Female physicians aged 35-44 years old,France,10978.447499999998
Female physicians aged 35-44 years old,Germany,9149.383461538462
Female physicians aged 35-44 years old,Greece,4639.8187499999985
Female physicians aged 35-44 years old,Hungary,1593.5261538461539
Female physicians aged 35-44 years old,Iceland,74.39857142857143
Female physicians aged 35-44 years old,Ireland,1009.2795454545452
Female physicians aged 35-44 years old,Israel,1502.426071428572
Female physicians aged 35-44 years old,Italy,13762.075714285715
Female physicians aged 35-44 years old,Japan,7901.395833333333
Female physicians aged 35-44 years old,Korea,3956.543
Female physicians aged 35-44 years old,Latvia,470.77115384615394
Female physicians aged 35-44 years old,Lithuania,882.7323076923077
Female physicians aged 35-44 years old,Luxembourg,95.60692307692307
Female physicians aged 35-44 years old,Mexico,19675.135000000006
Female physicians aged 35-44 years old,Netherlands,3722.681538461538
Female physicians aged 35-44 years old,New Zealand,817.7235714285714
Female physicians aged 35-44 years old,Norway,1505.901785714286
Female physicians aged 35-44 years old,Slovak Republic,1222.3873076923078
Female physicians aged 35-44 years old,Slovenia,477.3107692307691
Female physicians aged 35-44 years old,Spain,12506.27846153846
Female physicians aged 35-44 years old,Sweden,2384.1216666666674
Female physicians aged 35-44 years old,Switzerland,1962.1980769230768
Female physicians aged 35-44 years old,Turkey,7471.996538461539
Female physicians aged 35-44 years old,United Kingdom,11184.727499999999
Female physicians aged 35-44 years old,United States,38562.49961538462
Female physicians aged 45-54 years old,Australia,3111.997272727272
Female physicians aged 45-54 years old,Austria,2781.530384615384
Female physicians aged 45-54 years old,Belgium,1725.5661538461536
Female physicians aged 45-54 years old,Canada,4012.0946428571447
Female physicians aged 45-54 years old,Chile,1282.4583333333335
Female physicians aged 45-54 years old,Czech Republic,2640.913333333334
Female physicians aged 45-54 years old,Denmark,1173.097083333333
Female physicians aged 45-54 years old,Estonia,517.164090909091
Female physicians aged 45-54 years old,Finland,1580.475454545454
Female physicians aged 45-54 years old,France,13159.467500000004
Female physicians aged 45-54 years old,Germany,19721.761923076927
Female physicians aged 45-54 years old,Greece,3184.37125
Female physicians aged 45-54 years old,Hungary,2042.9199999999996
Female physicians aged 45-54 years old,Iceland,78.25964285714285
Female physicians aged 45-54 years old,Ireland,649.2954545454544
Female physicians aged 45-54 years old,Israel,1625.714642857143
Female physicians aged 45-54 years old,Italy,17978.38785714286
Female physicians aged 45-54 years old,Japan,5254.03
Female physicians aged 45-54 years old,Korea,2012.4985000000001
Female physicians aged 45-54 years old,Latvia,745.0769230769231
Female physicians aged 45-54 years old,Lithuania,1286.0296153846155
Female physicians aged 45-54 years old,Luxembourg,100.17692307692307
Female physicians aged 45-54 years old,Mexico,12396.78
Female physicians aged 45-54 years old,Netherlands,2695.9196153846156
Female physicians aged 45-54 years old,New Zealand,723.4735714285714
Female physicians aged 45-54 years old,Norway,965.5867857142856
Female physicians aged 45-54 years old,Slovak Republic,1223.7073076923075
Female physicians aged 45-54 years old,Slovenia,468.2615384615385
Female physicians aged 45-54 years old,Spain,11445.271153846155
Female physicians aged 45-54 years old,Sweden,1960.4462500000002
Female physicians aged 45-54 years old,Switzerland,1676.0500000000004
Female physicians aged 45-54 years old,Turkey,3569.542692307693
Female physicians aged 45-54 years old,United Kingdom,7499.7525
Female physicians aged 45-54 years old,United States,32217.918076923073
Female physicians aged 55-64 years old,Australia,1615.1559090909088
Female physicians aged 55-64 years old,Austria,1187.9384615384615
Female physicians aged 55-64 years old,Belgium,1038.3826923076922
Female physicians aged 55-64 years old,Canada,2492.9842857142853
Female physicians aged 55-64 years old,Chile,1104.0383333333332
Female physicians aged 55-64 years old,Czech Republic,2264.077222222222
Female physicians aged 55-64 years old,Denmark,771.0945833333335
Female physicians aged 55-64 years old,Estonia,488.3359090909091
Female physicians aged 55-64 years old,Finland,907.9350000000002
Female physicians aged 55-64 years old,France,10873.638928571427
Female physicians aged 55-64 years old,Germany,20572.64
Female physicians aged 55-64 years old,Greece,2047.1393749999995
Female physicians aged 55-64 years old,Hungary,2048.9673076923073
Female physicians aged 55-64 years old,Iceland,39.109642857142866
Female physicians aged 55-64 years old,Ireland,332.3145454545455
Female physicians aged 55-64 years old,Israel,1430.9439285714286
Female physicians aged 55-64 years old,Italy,12819.301071428576
Female physicians aged 55-64 years old,Japan,2765.4833333333336
Female physicians aged 55-64 years old,Korea,603.1344999999999
Female physicians aged 55-64 years old,Latvia,630.5603846153846
Female physicians aged 55-64 years old,Lithuania,1168.5496153846154
Female physicians aged 55-64 years old,Luxembourg,51.178461538461534
Female physicians aged 55-64 years old,Mexico,7164.952499999999
Female physicians aged 55-64 years old,Netherlands,1410.9988461538462
Female physicians aged 55-64 years old,New Zealand,360.69607142857143
Female physicians aged 55-64 years old,Norway,523.7225
Female physicians aged 55-64 years old,Slovak Republic,1216.675
Female physicians aged 55-64 years old,Slovenia,319.7969230769231
Female physicians aged 55-64 years old,Spain,5888.733461538465
Female physicians aged 55-64 years old,Sweden,1725.87375
Female physicians aged 55-64 years old,Switzerland,934.4319230769231
Female physicians aged 55-64 years old,Turkey,1150.5288461538462
Female physicians aged 55-64 years old,United Kingdom,2734.8828571428567
Female physicians aged 55-64 years old,United States,19290.813846153847
Female physicians aged 65-74 years old,Australia,439.0481818181818
Female physicians aged 65-74 years old,Austria,179.1361538461538
Female physicians aged 65-74 years old,Belgium,240.7730769230769
Female physicians aged 65-74 years old,Canada,639.2500000000001
Female physicians aged 65-74 years old,Chile,332.86111111111114
Female physicians aged 65-74 years old,Czech Republic,825.7011111111112
Female physicians aged 65-74 years old,Denmark,148.18875
Female physicians aged 65-74 years old,Estonia,366.7440909090909
Female physicians aged 65-74 years old,France,1649.875357142857
Female physicians aged 65-74 years old,Germany,1479.887307692308
Female physicians aged 65-74 years old,Greece,415.69
Female physicians aged 65-74 years old,Hungary,929.594230769231
Female physicians aged 65-74 years old,Iceland,12.81285714285714
Female physicians aged 65-74 years old,Ireland,125.29000000000002
Female physicians aged 65-74 years old,Israel,787.5767857142856
Female physicians aged 65-74 years old,Italy,2179.448928571429
Female physicians aged 65-74 years old,Japan,2042.95
Female physicians aged 65-74 years old,Korea,165.00499999999997
Female physicians aged 65-74 years old,Latvia,371.4769230769231
Female physicians aged 65-74 years old,Lithuania,697.2503846153847
Female physicians aged 65-74 years old,Luxembourg,12.979615384615387
Female physicians aged 65-74 years old,Mexico,548.1825
Female physicians aged 65-74 years old,Netherlands,117.5076923076923
Female physicians aged 65-74 years old,New Zealand,70.54678571428572
Female physicians aged 65-74 years old,Norway,131.38464285714286
Female physicians aged 65-74 years old,Slovak Republic,368.6826923076924
Female physicians aged 65-74 years old,Slovenia,49.215384615384615
Female physicians aged 65-74 years old,Spain,475.15538461538466
Female physicians aged 65-74 years old,Sweden,445.98125000000005
Female physicians aged 65-74 years old,Switzerland,189.29192307692307
Female physicians aged 65-74 years old,Turkey,535.2826923076923
