Variable,Country,Value
Other generalist (non-specialist) medical practitioners,Poland,2322.6659999999993
Other generalist (non-specialist) medical practitioners,Portugal,645.3915384615385
Other generalist (non-specialist) medical practitioners,Slovenia,62.50025641025642
Other generalist (non-specialist) medical practitioners,Spain,0.0
Other generalist (non-specialist) medical practitioners,Sweden,0.0
Other generalist (non-specialist) medical practitioners,Switzerland,2646.1500000000005
Other generalist (non-specialist) medical practitioners,United States,0.0
Other hospital beds,Austria,0.0
Other hospital beds,Canada,205.54538461538476
Other hospital beds,Chile,1252.5214999999998
Other hospital beds,Czech Republic,939.8207692307694
Other hospital beds,Denmark,0.0
Other hospital beds,Estonia,83.52384615384614
Other hospital beds,Finland,58.966538461538455
Other hospital beds,France,28741.13307692308
Other hospital beds,Germany,0.0
Other hospital beds,Greece,3396.0384615384614
Other hospital beds,Hungary,0.0
Other hospital beds,Iceland,0.0
Other hospital beds,Ireland,36.585384615384605
Other hospital beds,Italy,0.0
Other hospital beds,Japan,171867.23192307694
Other hospital beds,Korea,1031.8673076923073
Other hospital beds,Latvia,1444.9984615384615
Other hospital beds,Lithuania,0.0
Other hospital beds,Luxembourg,127.11357142857143
Other hospital beds,Netherlands,6519.147500000001
Other hospital beds,Norway,1135.8453846153845
Other hospital beds,Poland,8540.849166666665
Other hospital beds,Portugal,218.05923076923077
Other hospital beds,Slovak Republic,0.0
Other hospital beds,Slovenia,65.49423076923074
Other hospital beds,Spain,0.0
Other hospital beds,Sweden,50.5576923076923
Other hospital beds,Switzerland,0.0
Other hospital beds,Turkey,0.0
Other hospital beds,United States,15071.799166666664
Other specialists not elsewhere classified,Australia,1304.5885714285716
Other specialists not elsewhere classified,Austria,29.640256410256423
Other specialists not elsewhere classified,Canada,196.64095238095257
Other specialists not elsewhere classified,Chile,264.89592592592595
Other specialists not elsewhere classified,Denmark,33.53055555555555
Other specialists not elsewhere classified,Estonia,29.21564102564101
Other specialists not elsewhere classified,Finland,74.22787878787881
Other specialists not elsewhere classified,France,685.2907142857139
Other specialists not elsewhere classified,Germany,738.4010256410252
Other specialists not elsewhere classified,Greece,161.3464102564103
Other specialists not elsewhere classified,Hungary,385.5533333333333
Other specialists not elsewhere classified,Iceland,0.2076190476190476
Other specialists not elsewhere classified,Ireland,13.919523809523804
Other specialists not elsewhere classified,Israel,198.85435897435892
Other specialists not elsewhere classified,Italy,0.0
Other specialists not elsewhere classified,Korea,2993.4569230769234
Other specialists not elsewhere classified,Latvia,250.00923076923078
Other specialists not elsewhere classified,Lithuania,77.77076923076925
Other specialists not elsewhere classified,Luxembourg,1.6238461538461537
Other specialists not elsewhere classified,Mexico,7061.516923076927
Other specialists not elsewhere classified,Netherlands,1125.4566666666667
Other specialists not elsewhere classified,New Zealand,76.78592592592594
Other specialists not elsewhere classified,Norway,89.0769047619048
Other specialists not elsewhere classified,Poland,74.42133333333338
Other specialists not elsewhere classified,Portugal,222.36615384615382
Other specialists not elsewhere classified,Slovenia,5.585641025641026
Other specialists not elsewhere classified,Spain,4781.673589743591
Other specialists not elsewhere classified,Sweden,378.9561111111112
Other specialists not elsewhere classified,Switzerland,63.911428571428544
Other specialists not elsewhere classified,Turkey,1580.6177777777775
Other specialists not elsewhere classified,United Kingdom,1548.8542857142852
Other specialists not elsewhere classified,United States,59439.87179487177
Other staff employed in hospitals,Australia,34122.82818181818
Other staff employed in hospitals,Austria,11307.478333333334
Other staff employed in hospitals,Belgium,19851.163333333345
Other staff employed in hospitals,Canada,73491.34249999998
Other staff employed in hospitals,Chile,11347.318703703713
Other staff employed in hospitals,Czech Republic,8980.834230769233
Other staff employed in hospitals,Denmark,7411.318690476192
Other staff employed in hospitals,Estonia,1617.40619047619
Other staff employed in hospitals,Finland,9327.217
Other staff employed in hospitals,France,144982.22102564102
Other staff employed in hospitals,Germany,104895.50500000002
Other staff employed in hospitals,Greece,8487.854615384613
Other staff employed in hospitals,Hungary,7917.865694444444
Other staff employed in hospitals,Iceland,671.4318055555557
Other staff employed in hospitals,Ireland,4919.384404761905
Other staff employed in hospitals,Israel,9882.929166666665
Other staff employed in hospitals,Italy,58016.67435897438
Other staff employed in hospitals,Japan,89326.31128205126
Other staff employed in hospitals,Korea,13962.549487179482
Other staff employed in hospitals,Latvia,2251.650555555556
Other staff employed in hospitals,Lithuania,4002.3347435897435
Other staff employed in hospitals,Mexico,59764.989444444436
Other staff employed in hospitals,Netherlands,28641.63433333333
Other staff employed in hospitals,New Zealand,6280.489347826087
Other staff employed in hospitals,Norway,7929.308571428569
Other staff employed in hospitals,Portugal,8203.233589743593
Other staff employed in hospitals,Slovenia,1985.4602564102559
Other staff employed in hospitals,Spain,44112.17564102564
Other staff employed in hospitals,Switzerland,17639.143541666665
Other staff employed in hospitals,Turkey,88034.19380952383
Other staff employed in hospitals,United States,962682.733888889
Pharmacists graduates,Australia,911.0365384615384
Pharmacists graduates,Austria,120.48346153846153
Pharmacists graduates,Belgium,262.50321428571425
Pharmacists graduates,Canada,554.8715384615384
Pharmacists graduates,Chile,191.26500000000001
Pharmacists graduates,Czech Republic,159.35692307692307
Pharmacists graduates,Denmark,79.86916666666669
Pharmacists graduates,Estonia,33.33357142857143
Pharmacists graduates,Finland,194.0875
Pharmacists graduates,France,1382.4554166666667
Pharmacists graduates,Germany,970.5330769230769
Pharmacists graduates,Greece,159.2691666666667
Pharmacists graduates,Hungary,147.2357692307692
Pharmacists graduates,Iceland,11.133846153846152
Pharmacists graduates,Ireland,75.93423076923077
Pharmacists graduates,Israel,73.745
Pharmacists graduates,Italy,1439.497083333333
Pharmacists graduates,Japan,4725.3839285714275
Pharmacists graduates,Korea,710.4996153846151
Pharmacists graduates,Latvia,41.705
Pharmacists graduates,Lithuania,68.45692307692308
Pharmacists graduates,Luxembourg,0.0
Pharmacists graduates,Mexico,924.0665384615385
Pharmacists graduates,Netherlands,89.3392307692308
Pharmacists graduates,New Zealand,107.03464285714288
Pharmacists graduates,Norway,64.81499999999998
Pharmacists graduates,Poland,602.7715384615383
Pharmacists graduates,Portugal,549.6973076923077
Pharmacists graduates,Slovak Republic,148.89500000000004
Pharmacists graduates,Slovenia,66.48538461538463
Pharmacists graduates,Spain,1231.8626923076927
Pharmacists graduates,Sweden,202.0007692307693
Pharmacists graduates,Switzerland,88.82961538461541
Pharmacists graduates,Turkey,541.6084615384616
Pharmacists graduates,United Kingdom,1712.1083333333331
Pharmacists graduates,United States,5957.366923076921
Pharmacists licensed to practice,Australia,14284.536428571428
Pharmacists licensed to practice,Belgium,9765.260000000002
Pharmacists licensed to practice,Canada,18436.412777777776
Pharmacists licensed to practice,Chile,3513.3622222222225
Pharmacists licensed to practice,Denmark,2810.7137500000003
Pharmacists licensed to practice,Estonia,630.1420833333333
Pharmacists licensed to practice,Finland,4665.732272727273
Pharmacists licensed to practice,Germany,39836.030000000006
Pharmacists licensed to practice,Hungary,5579.023076923076
Pharmacists licensed to practice,Iceland,307.56166666666667
Pharmacists licensed to practice,Ireland,2402.2569230769227
Pharmacists licensed to practice,Israel,3631.7085714285713
Pharmacists licensed to practice,Italy,42145.991785714294
Pharmacists licensed to practice,Korea,30782.847307692307
Pharmacists licensed to practice,Latvia,981.9032142857143
Pharmacists licensed to practice,Lithuania,1483.527142857143
Pharmacists licensed to practice,Luxembourg,336.49
Pharmacists licensed to practice,Netherlands,2829.5923076923086
Pharmacists licensed to practice,New Zealand,2142.981071428572
Pharmacists licensed to practice,Norway,2726.5344999999998
Pharmacists licensed to practice,Poland,14708.001153846155
Pharmacists licensed to practice,Portugal,6265.139583333334
Pharmacists licensed to practice,Spain,32738.55730769231
Pharmacists licensed to practice,Sweden,6128.375384615383
Physicians employed in hospitals,Australia,11776.80393939394
Physicians employed in hospitals,Austria,7234.287307692305
Physicians employed in hospitals,Belgium,2331.415833333333
Physicians employed in hospitals,Canada,10996.886666666665
Physicians employed in hospitals,Chile,4050.2505555555563
Physicians employed in hospitals,Czech Republic,7034.282179487178
Physicians employed in hospitals,Denmark,4953.713928571429
Physicians employed in hospitals,Estonia,941.4355555555555
Physicians employed in hospitals,Finland,3155.127777777778
Physicians employed in hospitals,France,46365.49794871796
Physicians employed in hospitals,Germany,52120.82076923078
Physicians employed in hospitals,Greece,8528.051794871792
Physicians employed in hospitals,Hungary,5531.542083333332
Physicians employed in hospitals,Iceland,239.7618055555555
Physicians employed in hospitals,Ireland,2268.8305952380942
Physicians employed in hospitals,Israel,5071.99261904762
Physicians employed in hospitals,Italy,42449.44666666666
Physicians employed in hospitals,Japan,66377.74128205127
Physicians employed in hospitals,Korea,16540.11743589744
Physicians employed in hospitals,Latvia,1203.7316666666668
Physicians employed in hospitals,Lithuania,2873.422692307692
Physicians employed in hospitals,Mexico,69087.33333333334
Physicians employed in hospitals,Netherlands,6991.011153846151
Physicians employed in hospitals,New Zealand,3730.4360869565216
Physicians employed in hospitals,Norway,3958.6042857142843
Physicians employed in hospitals,Poland,21211.306999999997
Physicians employed in hospitals,Portugal,7336.990769230771
Physicians employed in hospitals,Slovak Republic,2803.096666666667
Physicians employed in hospitals,Slovenia,1014.322051282051
Physicians employed in hospitals,Spain,33269.045128205114
Physicians employed in hospitals,Switzerland,6633.11141025641
Physicians employed in hospitals,Turkey,38783.13363636364
Physicians employed in hospitals,United States,85090.53263888886
Physicians licensed to practice,Australia,44650.35875000001
Physicians licensed to practice,Belgium,27886.31678571428
Physicians licensed to practice,Canada,45709.603571428575
Physicians licensed to practice,Chile,18067.730555555558
Physicians licensed to practice,Czech Republic,21420.65607142857
Physicians licensed to practice,Denmark,15513.036666666665
Physicians licensed to practice,Estonia,2989.2149999999997
Physicians licensed to practice,Finland,10134.0925
Physicians licensed to practice,Germany,224444.13307692303
Physicians licensed to practice,Greece,31528.526538461545
Physicians licensed to practice,Hungary,23908.021153846155
Physicians licensed to practice,Iceland,1118.912142857143
Physicians licensed to practice,Ireland,9438.308214285717
Physicians licensed to practice,Israel,16441.33964285714
Physicians licensed to practice,Italy,187668.3446153846
Physicians licensed to practice,Korea,61885.46923076924
Physicians licensed to practice,Latvia,5374.171923076923
Physicians licensed to practice,Lithuania,7173.3555
Physicians licensed to practice,Luxembourg,1031.2253846153847
Physicians licensed to practice,Netherlands,33555.08500000001
Physicians licensed to practice,New Zealand,7040.724285714285
Physicians licensed to practice,Norway,14513.450454545453
Physicians licensed to practice,Poland,68045.21076923078
Physicians licensed to practice,Portugal,21197.832307692308
Physicians licensed to practice,Spain,112994.5680769231
Physicians licensed to practice,Sweden,27467.157692307697
Physicians licensed to practice,United Kingdom,118295.29576923078
Physicians licensed to practice,United States,505476.8142307693
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Austria,0.9880769230769234
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Canada,2.867857142857143
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Chile,1.9383333333333332
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Czech Republic,0.3121428571428571
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Denmark,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Estonia,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Finland,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",France,9.499285714285717
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Greece,0.7283333333333332
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Iceland,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Israel,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Italy,16.544545454545457
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Korea,10.606
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Latvia,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Lithuania,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Luxembourg,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Mexico,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Netherlands,0.159
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Poland,2.565
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Slovak Republic,2.050384615384616
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Slovenia,0.0
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Spain,5.1706249999999985
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Switzerland,0.25055555555555553
"Positron Emission Tomography (PET) scanners, in ambulatory sector",United States,507.84916666666663
"Positron Emission Tomography (PET) scanners, in hospitals",Austria,9.160384615384613
"Positron Emission Tomography (PET) scanners, in hospitals",Belgium,14.688214285714283
"Positron Emission Tomography (PET) scanners, in hospitals",Canada,14.93142857142857
"Positron Emission Tomography (PET) scanners, in hospitals",Chile,1.585
"Positron Emission Tomography (PET) scanners, in hospitals",Czech Republic,5.787142857142859
"Positron Emission Tomography (PET) scanners, in hospitals",Denmark,18.699583333333333
"Positron Emission Tomography (PET) scanners, in hospitals",Estonia,2.0253846153846156
"Positron Emission Tomography (PET) scanners, in hospitals",Finland,6.29818181818182
"Positron Emission Tomography (PET) scanners, in hospitals",France,34.045
"Positron Emission Tomography (PET) scanners, in hospitals",Germany,53.493461538461524
"Positron Emission Tomography (PET) scanners, in hospitals",Greece,3.823333333333334
"Positron Emission Tomography (PET) scanners, in hospitals",Iceland,0.1382142857142857
"Positron Emission Tomography (PET) scanners, in hospitals",Israel,4.455
"Positron Emission Tomography (PET) scanners, in hospitals",Italy,62.38818181818183
"Positron Emission Tomography (PET) scanners, in hospitals",Korea,80.36299999999999
"Positron Emission Tomography (PET) scanners, in hospitals",Latvia,0.0
"Positron Emission Tomography (PET) scanners, in hospitals",Lithuania,0.5771428571428572
"Positron Emission Tomography (PET) scanners, in hospitals",Luxembourg,1.4507142857142856
"Positron Emission Tomography (PET) scanners, in hospitals",Mexico,2.1719230769230773
"Positron Emission Tomography (PET) scanners, in hospitals",Netherlands,25.606666666666666
"Positron Emission Tomography (PET) scanners, in hospitals",Poland,8.577142857142858
"Positron Emission Tomography (PET) scanners, in hospitals",Portugal,4.227857142857143
"Positron Emission Tomography (PET) scanners, in hospitals",Slovak Republic,0.9119230769230771
"Positron Emission Tomography (PET) scanners, in hospitals",Slovenia,1.4875
"Positron Emission Tomography (PET) scanners, in hospitals",Spain,26.773750000000003
"Positron Emission Tomography (PET) scanners, in hospitals",Sweden,9.21375
"Positron Emission Tomography (PET) scanners, in hospitals",Switzerland,14.79
"Positron Emission Tomography (PET) scanners, in hospitals",United States,269.5975
"Positron Emission Tomography (PET) scanners, total",Australia,26.58045454545454
"Positron Emission Tomography (PET) scanners, total",Austria,10.14846153846154
"Positron Emission Tomography (PET) scanners, total",Canada,20.215999999999998
"Positron Emission Tomography (PET) scanners, total",Chile,3.9624999999999995
"Positron Emission Tomography (PET) scanners, total",Czech Republic,4.718076923076923
"Positron Emission Tomography (PET) scanners, total",Denmark,18.699583333333333
"Positron Emission Tomography (PET) scanners, total",Estonia,2.0253846153846156
"Positron Emission Tomography (PET) scanners, total",Finland,6.29818181818182
"Positron Emission Tomography (PET) scanners, total",France,43.544285714285714
"Positron Emission Tomography (PET) scanners, total",Greece,3.065
"Positron Emission Tomography (PET) scanners, total",Hungary,2.8788461538461547
"Positron Emission Tomography (PET) scanners, total",Iceland,0.1382142857142857
"Positron Emission Tomography (PET) scanners, total",Ireland,4.659583333333335
"Positron Emission Tomography (PET) scanners, total",Israel,4.455
"Positron Emission Tomography (PET) scanners, total",Italy,78.93227272727273
"Positron Emission Tomography (PET) scanners, total",Japan,236.642
"Positron Emission Tomography (PET) scanners, total",Korea,77.35576923076923
"Positron Emission Tomography (PET) scanners, total",Latvia,0.0
"Positron Emission Tomography (PET) scanners, total",Lithuania,0.5771428571428572
"Positron Emission Tomography (PET) scanners, total",Luxembourg,1.4507142857142856
"Positron Emission Tomography (PET) scanners, total",Mexico,2.1719230769230773
"Positron Emission Tomography (PET) scanners, total",Netherlands,25.739166666666662
"Positron Emission Tomography (PET) scanners, total",New Zealand,2.8850000000000002
"Positron Emission Tomography (PET) scanners, total",Poland,10.416499999999997
"Positron Emission Tomography (PET) scanners, total",Portugal,3.285
"Positron Emission Tomography (PET) scanners, total",Slovak Republic,2.9623076923076934
"Positron Emission Tomography (PET) scanners, total",Slovenia,1.4875
"Positron Emission Tomography (PET) scanners, total",Spain,36.39
"Positron Emission Tomography (PET) scanners, total",Switzerland,15.040555555555553
"Positron Emission Tomography (PET) scanners, total",Turkey,41.08166666666667
"Positron Emission Tomography (PET) scanners, total",United Kingdom,15.25
"Positron Emission Tomography (PET) scanners, total",United States,777.4466666666666
Practising caring personnel,Austria,4998.476153846154
Practising caring personnel,Canada,90993.48384615385
Practising caring personnel,Czech Republic,12572.694444444443
Practising caring personnel,Denmark,44399.60874999999
Practising caring personnel,Estonia,1635.1157692307695
Practising caring personnel,Finland,52939.13699999999
Practising caring personnel,Germany,152260.07999999993
Practising caring personnel,Greece,3831.0023076923076
Practising caring personnel,Hungary,13083.661538461543
Practising caring personnel,Iceland,2231.8960714285718
Practising caring personnel,Ireland,12370.173214285713
Practising caring personnel,Israel,45114.73115384615
Practising caring personnel,Italy,274740.6971428571
Practising caring personnel,Japan,112792.495
Practising caring personnel,Latvia,1031.6115384615384
Practising caring personnel,Lithuania,3323.054230769231
Practising caring personnel,Luxembourg,1564.1344444444444
Practising caring personnel,Netherlands,134008.0519230769
Practising caring personnel,Norway,37756.67857142856
Practising caring personnel,Poland,3105.8325
Practising caring personnel,Portugal,14751.616666666663
Practising caring personnel,Slovenia,1533.2492307692303
Practising caring personnel,Spain,209637.85615384614
Practising caring personnel,Switzerland,29826.08409090909
Practising caring personnel,United Kingdom,507628.23916666675
Practising caring personnel,United States,1189516.8988461536
Practising dentists,Australia,6415.500555555555
Practising dentists,Austria,2353.816923076923
Practising dentists,Belgium,3966.3611538461546
Practising dentists,Canada,10285.491153846155
Practising dentists,Czech Republic,3718.625
Practising dentists,Denmark,2233.527083333333
Practising dentists,Estonia,605.378846153846
Practising dentists,Finland,2043.482
Practising dentists,France,21234.071250000008
Practising dentists,Germany,33538.448461538464
Practising dentists,Hungary,2707.118846153847
Practising dentists,Iceland,142.79928571428573
Practising dentists,Israel,2974.767692307691
Practising dentists,Italy,24191.73250000001
Practising dentists,Japan,49358.80250000001
Practising dentists,Korea,10700.290769230769
Practising dentists,Latvia,723.7326923076923
Practising dentists,Lithuania,1255.9511538461538
Practising dentists,Luxembourg,223.8473076923077
Practising dentists,Mexico,6733.558461538462
Practising dentists,Netherlands,3972.5450000000005
Practising dentists,Norway,2164.0414285714282
Practising dentists,Poland,6388.474999999999
Practising dentists,Slovenia,649.9711538461537
Practising dentists,Sweden,3785.1095833333334
Practising dentists,Switzerland,2034.1749999999993
Practising dentists,United Kingdom,16563.509166666674
Practising midwives,Australia,7489.429285714287
Practising midwives,Austria,687.5373170731709
Practising midwives,Belgium,1950.5426666666667
Practising midwives,Czech Republic,1442.6030769230772
Practising midwives,Denmark,553.9902777777777
Practising midwives,Estonia,146.96794871794876
Practising midwives,Finland,721.7076666666666
Practising midwives,France,7532.154347826084
Practising midwives,Germany,7164.140256410257
Practising midwives,Greece,882.1158974358974
Practising midwives,Hungary,602.9635897435894
Practising midwives,Iceland,107.359512195122
Practising midwives,Italy,5613.841176470588
Practising midwives,Japan,9163.827777777777
Practising midwives,Korea,402.61515151515164
Practising midwives,Latvia,148.78256410256404
Practising midwives,Lithuania,317.5
Practising midwives,Luxembourg,72.62128205128207
Practising midwives,Netherlands,1004.4861538461538
Practising midwives,New Zealand,869.3434210526315
Practising midwives,Norway,920.1695121951216
Practising midwives,Poland,7441.235277777777
Practising midwives,Slovenia,40.67871794871792
Practising midwives,Sweden,2335.2655555555566
Practising midwives,Switzerland,779.0097435897436
Practising midwives,United Kingdom,10425.959999999994
Practising nurses,Australia,121353.67681818182
Practising nurses,Austria,27611.379615384616
Practising nurses,Belgium,53934.50833333335
Practising nurses,Brazil,84791.54400000001
Practising nurses,Canada,161898.93000000002
Practising nurses,China (People's Republic of),1192165.097692308
Practising nurses,Colombia,22563.87714285714
Practising nurses,Costa Rica,5154.7074999999995
Practising nurses,Czech Republic,42001.09692307694
Practising nurses,Denmark,27159.299583333337
Practising nurses,Estonia,4081.953076923077
Practising nurses,Finland,36525.12
Practising nurses,Germany,482275.13653846155
Practising nurses,Greece,18159.884615384617
Practising nurses,Hungary,31175.556153846144
Practising nurses,Iceland,2383.899642857143
Practising nurses,India,672569.1709090908
Practising nurses,Indonesia,109860.95099999997
Practising nurses,Israel,19202.468076923073
Practising nurses,Italy,157716.0346428572
Practising nurses,Japan,655777.8058333333
Practising nurses,Korea,125738.55038461537
Practising nurses,Latvia,5220.615769230769
Practising nurses,Lithuania,11482.907692307692
Practising nurses,Luxembourg,3066.114545454546
Practising nurses,Mexico,145534.79615384617
Practising nurses,Netherlands,78922.21874999999
Practising nurses,New Zealand,21917.427142857145
Practising nurses,Norway,40034.58428571426
Practising nurses,Poland,98852.09708333334
Practising nurses,Russia,578351.8707692308
Practising nurses,Slovenia,8546.37
Practising nurses,South Africa,27859.340384615374
Practising nurses,Spain,116356.3703846154
Practising nurses,Sweden,51657.644166666665
Practising nurses,Switzerland,59610.80115384616
Practising nurses,United Kingdom,261983.5650000001
Practising pharmacists,Australia,9425.65192307692
Practising pharmacists,Austria,2865.3735714285717
Practising pharmacists,Belgium,6471.358846153846
Practising pharmacists,Canada,17211.3975
Practising pharmacists,Czech Republic,3166.687307692308
Practising pharmacists,Denmark,1343.3662499999998
Practising pharmacists,Estonia,438.3680769230767
Practising pharmacists,Finland,2924.546
Practising pharmacists,France,34802.401250000024
Practising pharmacists,Germany,25374.733846153846
Practising pharmacists,Hungary,3153.24076923077
Practising pharmacists,Iceland,79.8359090909091
Practising pharmacists,Israel,2732.349615384616
Practising pharmacists,Italy,34672.24
Practising pharmacists,Japan,100822.87250000001
Practising pharmacists,Korea,16323.403846153851
Practising pharmacists,Latvia,715.0941666666668
Practising pharmacists,Lithuania,1401.995
Practising pharmacists,Luxembourg,185.66192307692305
Practising pharmacists,Netherlands,1691.5246153846151
Practising pharmacists,New Zealand,1475.0536363636363
Practising pharmacists,Norway,1827.5075000000002
Practising pharmacists,Poland,12916.416538461539
Practising pharmacists,Portugal,3808.6726923076935
Practising pharmacists,Slovenia,567.276923076923
Practising pharmacists,Spain,23798.01615384615
Practising pharmacists,Sweden,3585.1304166666655
Practising pharmacists,Switzerland,2561.5534615384613
Practising pharmacists,United Kingdom,23672.157142857144
Practising physicians,Australia,36559.54125
Practising physicians,Austria,20357.714615384615
Practising physicians,Belgium,16197.745769230767
Practising physicians,Brazil,167364.63083333333
Practising physicians,Canada,41123.57785714286
Practising physicians,China (People's Republic of),1057494.5407692308
Practising physicians,Colombia,40786.78642857143
Practising physicians,Costa Rica,5873.48653846154
Practising physicians,Czech Republic,18740.413333333334
Practising physicians,Denmark,10308.894166666667
Practising physicians,Estonia,2202.425
Practising physicians,Finland,7754.847999999998
Practising physicians,France,101046.51249999998
Practising physicians,Germany,156212.64461538463
Practising physicians,Hungary,15233.415769230774
Practising physicians,Iceland,595.3374999999999
Practising physicians,India,429968.8442307692
Practising physicians,Indonesia,38777.6575
Practising physicians,Ireland,6722.611875
Practising physicians,Israel,12353.70576923077
Practising physicians,Italy,114840.60571428573
Practising physicians,Japan,143766.96
Practising physicians,Korea,50249.389615384614
Practising physicians,Latvia,3274.8046153846153
Practising physicians,Lithuania,6261.090384615386
Practising physicians,Luxembourg,731.119230769231
Practising physicians,Mexico,121071.54692307695
Practising physicians,Netherlands,29815.12875
Practising physicians,New Zealand,6098.257499999997
Practising physicians,Norway,10527.072142857141
Practising physicians,Poland,42665.58269230767
Practising physicians,Russia,320429.9638461539
Practising physicians,Slovenia,2652.5657692307695
Practising physicians,South Africa,18995.533333333333
Practising physicians,Spain,85804.17115384612
Practising physicians,Sweden,18485.122916666667
Practising physicians,Switzerland,15700.978461538461
Practising physicians,United Kingdom,84496.4375
Practising physicians,United States,388913.36346153845
Practising physiotherapists,Australia,9196.331923076923
Practising physiotherapists,Austria,1600.573076923077
Practising physiotherapists,Belgium,9665.302692307692
Practising physiotherapists,Canada,9462.40818181818
Practising physiotherapists,Chile,8134.562222222224
Practising physiotherapists,Czech Republic,3895.2180769230763
Practising physiotherapists,Denmark,4165.20625
Practising physiotherapists,Estonia,152.0376923076923
Practising physiotherapists,Finland,6178.5545
Practising physiotherapists,France,37403.74125
Practising physiotherapists,Germany,76347.08923076923
Practising physiotherapists,Greece,3073.2805
Practising physiotherapists,Hungary,1537.5776923076924
Practising physiotherapists,Iceland,252.2778571428571
Practising physiotherapists,Ireland,1268.4326923076924
Practising physiotherapists,Israel,4890.5830000000005
Practising physiotherapists,Italy,29041.910714285714
Practising physiotherapists,Korea,12389.170384615385
Practising physiotherapists,Latvia,240.84846153846158
Practising physiotherapists,Lithuania,1479.7942307692306
Practising physiotherapists,Luxembourg,428.7657692307693
Practising physiotherapists,Netherlands,16184.431538461535
Practising physiotherapists,New Zealand,2131.251538461539
Practising physiotherapists,Norway,5631.557142857143
Practising physiotherapists,Poland,11125.714999999998
Practising physiotherapists,Portugal,669.7184615384615
Practising physiotherapists,Slovak Republic,887.2199999999999
Practising physiotherapists,Slovenia,538.9553846153846
Practising physiotherapists,Spain,19088.037499999995
Practising physiotherapists,Sweden,5999.052083333333
Practising physiotherapists,Turkey,1271.1707692307693
Practising physiotherapists,United Kingdom,13054.16807692307
Practising physiotherapists,United States,92945.29769230766
Professional nurses and midwives employed in hospitals,Australia,51913.72878787878
Professional nurses and midwives employed in hospitals,Austria,17559.999358974357
Professional nurses and midwives employed in hospitals,Belgium,23049.707361111112
Professional nurses and midwives employed in hospitals,Canada,56235.7517948718
Professional nurses and midwives employed in hospitals,Chile,4573.028518518517
Professional nurses and midwives employed in hospitals,Czech Republic,18177.53384615385
Professional nurses and midwives employed in hospitals,Denmark,12422.150833333333
Professional nurses and midwives employed in hospitals,Estonia,1961.900694444444
Professional nurses and midwives employed in hospitals,Finland,1819.6473333333336
Professional nurses and midwives employed in hospitals,France,118743.24833333337
Professional nurses and midwives employed in hospitals,Germany,123961.54051282066
Professional nurses and midwives employed in hospitals,Greece,7456.176666666667
Professional nurses and midwives employed in hospitals,Hungary,9122.019444444444
Professional nurses and midwives employed in hospitals,Iceland,568.6444444444446
Professional nurses and midwives employed in hospitals,Ireland,7352.339642857141
Professional nurses and midwives employed in hospitals,Israel,7743.281785714287
Professional nurses and midwives employed in hospitals,Italy,89262.3123076923
Professional nurses and midwives employed in hospitals,Japan,296242.6704615385
Professional nurses and midwives employed in hospitals,Korea,36154.97846153846
Professional nurses and midwives employed in hospitals,Latvia,2169.3294444444446
Professional nurses and midwives employed in hospitals,Lithuania,5252.781538461541
Professional nurses and midwives employed in hospitals,Luxembourg,1901.1966666666665
Professional nurses and midwives employed in hospitals,Mexico,55316.82111111111
Professional nurses and midwives employed in hospitals,Netherlands,22338.356153846144
Professional nurses and midwives employed in hospitals,New Zealand,11390.270652173916
Professional nurses and midwives employed in hospitals,Norway,13744.365476190473
Professional nurses and midwives employed in hospitals,Poland,67499.92400000001
Professional nurses and midwives employed in hospitals,Portugal,12063.130256410255
Professional nurses and midwives employed in hospitals,Slovak Republic,7241.420512820513
Professional nurses and midwives employed in hospitals,Slovenia,940.2271794871795
Professional nurses and midwives employed in hospitals,Spain,48291.29128205128
Professional nurses and midwives employed in hospitals,Switzerland,16863.690128205133
Professional nurses and midwives employed in hospitals,Turkey,51919.27121212121
Professional nurses and midwives employed in hospitals,United States,506976.03916666645
"Professional nurses, licensed to practice",Australia,137550.1754545455
"Professional nurses, licensed to practice",Canada,146370.94846153844
